"fairelec","contrib","concede","equalvote","turnout","equalrights","speech","protest","media","limits","judicial","facts","vote","rating"
NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",62
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",25
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",60
NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,"Abstained",50
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Trump",34
NA,4,2,NA,NA,NA,3,NA,NA,NA,NA,NA,"Trump",98
NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,"Other",40
4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",33
NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,4,"Abstained",50
NA,NA,1,NA,NA,NA,1,NA,NA,NA,4,NA,"Harris",82
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",8
NA,NA,4,NA,NA,NA,4,NA,NA,NA,4,NA,"Harris",70
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,"Harris",45
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,3,"Harris",70
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,"Harris",80
NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Other",70
NA,1,NA,NA,4,NA,3,NA,NA,NA,NA,NA,"Abstained",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",59
NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,"Abstained",75
4,2,NA,NA,NA,NA,NA,NA,4,3,NA,NA,"Harris",85
NA,4,1,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",35
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",50
4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,"Other",80
NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,"Harris",31
NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,"Abstained",66
NA,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,"Harris",50
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",80
NA,NA,NA,4,NA,4,NA,4,NA,NA,NA,NA,"Harris",40
NA,4,NA,4,NA,NA,NA,NA,4,NA,NA,NA,"Trump",51
NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,NA,"Harris",76
NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,3,"Trump",1
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",70
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",54
3,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,"Abstained",74
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",59
NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,"Trump",30
NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,"Trump",61
NA,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,"Abstained",80
NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,"Trump",50
NA,3,NA,NA,4,NA,NA,NA,NA,NA,4,NA,"Trump",30
4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Other",0
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,"Trump",41
4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Abstained",63
NA,NA,NA,4,3,4,NA,NA,NA,4,NA,3,"Harris",60
NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,3,"Harris",79
NA,NA,NA,4,2,NA,NA,NA,4,NA,NA,NA,"Trump",70
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",32
4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Trump",2
NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,"Abstained",17
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",54
4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"Harris",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,"Trump",1
NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,"Abstained",71
NA,NA,4,3,4,NA,3,NA,3,NA,NA,NA,"Harris",20
NA,4,NA,4,2,NA,NA,NA,4,NA,NA,NA,"Abstained",74
NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Trump",41
NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,"Abstained",51
NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,2,"Trump",50
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Other",20
NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,3,"Abstained",48
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",100
4,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,"Trump",76
NA,NA,NA,NA,2,NA,NA,1,3,NA,NA,NA,"Trump",3
NA,NA,NA,NA,3,NA,NA,4,NA,3,NA,NA,"Harris",40
NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Trump",59
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Trump",95
NA,NA,4,NA,4,NA,NA,4,NA,NA,NA,NA,"Harris",87
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",60
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Harris",72
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,"Other",82
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Trump",69
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Harris",60
NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,3,"Trump",40
NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,"Abstained",70
NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,"Trump",71
3,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",50
4,NA,NA,NA,NA,NA,NA,4,4,3,4,NA,"Trump",79
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,"Harris",85
NA,NA,NA,4,NA,NA,4,4,NA,NA,NA,4,"Trump",50
NA,NA,3,NA,NA,4,NA,NA,NA,NA,4,NA,"Harris",62
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",66
NA,NA,3,NA,4,NA,NA,NA,4,NA,4,NA,"Harris",50
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Harris",51
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",71
4,NA,4,4,NA,NA,NA,4,NA,NA,NA,NA,"Harris",20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",42
NA,NA,3,NA,NA,NA,3,NA,4,NA,NA,NA,"Harris",61
NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,"Trump",51
NA,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,"Harris",73
NA,4,1,NA,NA,NA,NA,NA,4,NA,NA,NA,"Trump",99
NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Harris",45
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Abstained",27
4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"Harris",87
NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,2,"Harris",71
NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,"Trump",79
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,"Trump",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",68
NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,"Harris",72
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",14
NA,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,"Trump",50
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Harris",78
NA,4,NA,3,NA,NA,NA,NA,NA,NA,2,NA,"Abstained",57
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Trump",8
NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,"Trump",70
NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Abstained",53
NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,"Trump",71
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",70
4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",61
NA,4,NA,4,NA,NA,3,NA,NA,4,NA,NA,"Harris",50
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Abstained",72
NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,3,"Abstained",75
NA,4,NA,4,NA,NA,1,NA,NA,4,NA,3,"Harris",30
NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",100
NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,"Abstained",64
NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,"Abstained",22
NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",84
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",85
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",42
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Abstained",80
NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,"Trump",90
4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Harris",40
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Trump",65
NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,"Harris",61
NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,"Trump",75
4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,"Trump",90
NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",83
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",75
NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",60
4,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,4,NA,NA,2,NA,NA,NA,3,NA,"Trump",61
NA,NA,NA,NA,NA,NA,4,NA,4,NA,4,NA,"Harris",93
NA,NA,NA,4,NA,NA,NA,NA,3,NA,3,NA,"Other",1
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",40
NA,NA,NA,NA,NA,4,NA,NA,4,4,NA,NA,"Other",80
NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Abstained",50
NA,NA,NA,4,NA,3,NA,4,NA,4,NA,NA,"Other",95
NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,4,"Trump",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,"Harris",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Trump",19
4,3,NA,NA,NA,4,NA,3,NA,4,NA,NA,"Harris",72
NA,NA,NA,3,NA,NA,4,NA,NA,NA,3,NA,"Trump",88
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Other",48
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"Abstained",64
NA,NA,3,NA,NA,NA,NA,NA,NA,4,4,NA,"Trump",45
NA,NA,3,NA,NA,NA,NA,NA,3,3,NA,NA,"Trump",1
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",60
4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",0
NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",60
4,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",66
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,"Abstained",64
NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,"Harris",50
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Trump",72
NA,4,4,NA,NA,NA,NA,NA,4,4,NA,NA,"Harris",3
4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Trump",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",40
4,NA,NA,NA,NA,NA,4,NA,4,NA,NA,3,"Harris",47
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Harris",75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",74
NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,3,"Trump",10
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",50
4,4,NA,4,NA,NA,NA,NA,NA,4,NA,3,"Trump",78
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,"Trump",29
4,NA,NA,4,NA,NA,NA,4,NA,NA,4,4,"Harris",60
4,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,"Harris",47
NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Harris",60
NA,NA,2,4,NA,NA,4,NA,NA,NA,NA,3,"Trump",50
NA,NA,4,NA,NA,NA,4,4,NA,4,NA,NA,"Harris",45
NA,NA,2,NA,NA,NA,4,NA,NA,NA,4,4,"Harris",50
NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,"Trump",80
NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,"Trump",45
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",40
4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Abstained",88
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",41
NA,NA,NA,NA,NA,4,3,NA,4,4,NA,NA,"Harris",30
4,NA,3,NA,NA,NA,NA,3,3,NA,NA,NA,"Trump",95
NA,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,"Trump",97
2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,"Harris",50
NA,NA,NA,NA,NA,4,NA,NA,NA,4,4,NA,"Trump",50
NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",52
4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"Other",43
4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",56
NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,"Harris",20
NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,"Abstained",77
NA,NA,3,4,NA,3,3,NA,4,NA,NA,NA,"Harris",37
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",58
NA,NA,NA,4,NA,NA,3,NA,2,NA,NA,NA,"Trump",30
NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,"Trump",75
NA,NA,NA,4,NA,NA,4,3,NA,4,NA,NA,"Harris",60
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",90
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",69
NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",30
4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,"Trump",13
NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,"Abstained",40
NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,"Trump",91
4,NA,NA,NA,3,NA,NA,4,NA,NA,4,NA,"Trump",80
NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,"Harris",90
NA,4,NA,3,NA,NA,NA,NA,NA,NA,4,NA,"Trump",62
NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,"Harris",50
NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,"Trump",91
NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,"Trump",80
NA,4,NA,NA,4,NA,4,NA,NA,NA,NA,NA,"Trump",51
NA,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,"Trump",70
2,NA,NA,NA,3,2,NA,NA,NA,3,NA,NA,"Harris",75
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Trump",73
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,"Trump",61
NA,4,4,NA,4,NA,NA,NA,NA,NA,3,NA,"Harris",6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",58
NA,NA,4,NA,NA,NA,NA,NA,1,NA,4,NA,"Trump",82
NA,NA,NA,4,3,NA,3,NA,NA,NA,NA,NA,"Abstained",68
3,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Harris",48
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,"Harris",70
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",81
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Harris",31
NA,4,NA,NA,NA,4,NA,4,NA,NA,3,NA,"Trump",73
4,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,"Trump",30
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",60
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,"Harris",70
4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",96
NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,"Abstained",64
NA,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Harris",90
NA,NA,NA,NA,4,NA,NA,4,NA,4,NA,NA,"Harris",60
NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,"Other",25
NA,4,NA,3,NA,NA,3,NA,NA,NA,4,NA,"Harris",85
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,"Harris",44
NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,4,"Trump",44
4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,"Abstained",68
NA,2,NA,3,NA,2,NA,NA,NA,NA,NA,NA,"Trump",75
NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,3,"Trump",64
NA,NA,NA,NA,NA,4,3,NA,NA,4,NA,3,"Harris",71
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",20
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Other",75
NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,3,"Trump",85
NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Trump",70
NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,4,"Trump",49
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",20
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,"Trump",60
NA,NA,4,NA,4,NA,NA,NA,4,NA,NA,NA,"Harris",10
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"Harris",57
NA,NA,2,NA,NA,4,NA,NA,4,NA,4,NA,"Trump",40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",50
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Harris",49
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,"Harris",40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,"Harris",61
4,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",8
NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",62
NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,3,"Trump",75
4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",20
NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,"Trump",30
NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Other",60
NA,NA,NA,NA,NA,4,NA,4,NA,3,NA,NA,"Harris",61
4,NA,3,NA,NA,NA,NA,NA,NA,4,4,NA,"Harris",55
NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,"Harris",42
NA,NA,2,3,4,NA,NA,NA,NA,4,NA,NA,"Abstained",40
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,"Trump",70
NA,1,NA,4,NA,NA,NA,2,NA,NA,NA,NA,"Trump",31
NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,4,"Trump",82
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Abstained",94
4,3,NA,4,NA,NA,4,NA,NA,NA,4,NA,"Abstained",85
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",81
NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",55
NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,"Abstained",65
4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",5
3,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,"Harris",50
NA,NA,NA,4,NA,3,NA,NA,3,NA,3,NA,"Trump",50
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,"Harris",82
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,"Trump",60
NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,"Trump",60
NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,"Abstained",50
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",89
4,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,"Harris",75
NA,NA,4,NA,NA,4,4,NA,NA,NA,NA,NA,"Harris",14
4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Abstained",44
NA,3,1,NA,NA,3,NA,NA,NA,NA,4,NA,"Trump",78
NA,NA,4,NA,NA,NA,3,3,NA,NA,NA,NA,"Other",50
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,"Trump",13
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Harris",80
NA,4,NA,4,NA,4,NA,NA,NA,4,NA,NA,"Trump",76
NA,NA,NA,3,NA,4,NA,3,NA,NA,NA,3,"Harris",67
NA,3,NA,4,NA,NA,NA,NA,NA,4,NA,NA,"Trump",90
NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,"Trump",97
NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,"Trump",80
NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,"Harris",85
NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,"Harris",50
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",69
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",33
NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,4,"Trump",60
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,"Abstained",100
NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,"Trump",67
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Trump",0
NA,NA,NA,NA,NA,4,3,NA,NA,NA,4,NA,"Harris",81
4,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,"Trump",57
NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,4,"Trump",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",70
NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,"Trump",40
NA,1,4,NA,NA,NA,NA,NA,2,NA,NA,4,"Trump",87
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"Trump",78
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,"Harris",80
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",80
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Harris",100
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",65
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Other",55
NA,NA,NA,NA,1,4,3,NA,NA,NA,NA,NA,"Harris",1
NA,NA,1,NA,NA,NA,NA,3,NA,2,NA,NA,"Abstained",75
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",21
NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,"Trump",90
4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",69
4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,"Trump",70
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Trump",58
NA,4,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Harris",80
NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,"Harris",75
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Trump",22
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",52
4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",75
NA,NA,NA,4,NA,NA,NA,4,NA,4,NA,NA,"Harris",72
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Abstained",40
NA,NA,NA,4,NA,NA,NA,4,NA,4,NA,NA,"Harris",80
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",83
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,"Trump",30
NA,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,"Trump",79
NA,NA,NA,3,NA,NA,NA,NA,1,2,NA,NA,"Abstained",53
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Abstained",85
NA,4,NA,NA,NA,NA,4,NA,NA,4,NA,NA,"Trump",9
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",60
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,4,"Harris",70
NA,NA,NA,NA,NA,4,NA,NA,4,4,3,NA,"Trump",50
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,"Harris",66
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",80
4,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Abstained",75
NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,NA,"Abstained",51
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"Trump",58
